Prompt;Response;Ground Truth
"Two in the Wave
Two in the Wave is a 2010 French documentary film directed by Emmanuel Laurent. The film depicts the friendship between French directors François Truffaut and Jean- Luc Godard.

Issa Traoré de Brahima
Issa Traoré de Brahima( born 26 March 1962) is a filmmaker from Burkina Faso.

Moon Lake (film)
Moon Lake is a 2009 Bulgarian- German- French art film written and directed by Ivan Stanev. The film was produced by independent Bulgarian producer Donka Angelova and co-produced by Stanev Films( Berlin) and Patrick Sandrin( Sofilm). It was presented at Sofia Film Fest 2010 and Cyprus International Film Festival 2012. The 2018 version of the film is presented by advanced coproducers Kathrin Brunner and Oliver Czeslik( mYndstorm productions), Berlin."" Moon Lake"" has a nonlinear narrative structure and uses a leitmotiv technique with recurring themes and day dreams. It focuses not on suspense but on distorted contemplation. The film follows the parallel stories of two couples that represent the doomed lovers Orpheus and Eurydice of Greek mythology.

Are the directors of films The Edifying And Joyous Story Of Colinot and Cold Moon both from the same country?";No;yes
"Mother Pluto
Mother Pluto is a Silly Symphonies cartoon released on November 14, 1936, directed by David Hand. The cartoon features the adorable pup, Pluto.

Have Yourself a Merry Little Christmas
``Have Yourself a Merry Little Christmas ''Song by Judy Garland in the 1944 musical Meet Me in St. Louis Released 1944 (1944) Genre Traditional pop Composer (s) Hugh Martin Lyricist (s) Ralph Blane

Jana Gana Mana
Jana Gana Mana is the national anthem of India. It is composed in Bengali by poet Rabindranath Tagore.. The composition consisting of the words and music of the first stanza of the late poet Rabindra Nath Tagore's song known as ``Jana Gana Mana ''is the National Anthem of India.

What is the place of birth of the performer of song Pluto (Song)?";Kansas City;Reykjavík
"Maria Margaretha of Saxony
Princess Maria Margaretha of Saxony( Maria Margaretha Franziska Xaveria; 13 September 1727 – 1 February 1734) was a Princess of Poland, Lithuania and Saxony of the House of Wettin.

Princess Margaretha of Liechtenstein
Princess Margaretha of Liechtenstein (born Princess Margaretha of Luxembourg on 15 May 1957) is the fourth child and second and youngest daughter of Grand Duke Jean of Luxembourg and Princess Joséphine-Charlotte of Belgium. As the sister of Grand Duke Henri of Luxembourg and the sister-in-law of Prince Hans-Adam II of Liechtenstein, she is a princess of two current realms and a member of the Luxembourg and Liechtenstein reigning dynasties.

Princess Maria Josepha of Saxony (1867–1944)
Princess Maria Josepha of Saxony( 31 May 1867 – 28 May 1944) was the mother of Emperor Charles I of Austria and the fifth child of George of Saxony and Infanta Maria Anna of Portugal.

What is the place of birth of Princess Margaretha Of Saxony's mother?";Belgium.;Munich
"2010 Shanghai International Film Festival
The 2010 Shanghai International Film Festival is the 13th such festival devoted to international cinema to be held in Shanghai, China. It was held from June 12–20, 2010.

List of Chinese film directors
"" The following is a list of notable film directors from Mainland China.""

Cheng Lei
Cheng Lei was a student in Shanghai Theater Academy in 1990s. After graduation,he was chosen as a host for ""Broken Brain"" (智力大沖浪) by Shanghainese producer, Xiao Chen. He also worked on several interviews.

Who is the spouse of the director of film West Of Shanghai?";Cheng Lei.;Maureen O'Sullivan
"Tom and Jerry (disambiguation)
Tom and Jerry are cat and mouse cartoon characters, Tom Cat and Jerry Mouse that debuted in 1940. Tom and Jerry may also refer to:

Pamela Tom
Pamela Tom is a 5th generation Chinese American producer, director, and screenwriter. Her films often use the theme of Orientalism and feminism.

Tom and Jerry
Tom and Jerry is an American animated series of comedy short films created in 1940 by William Hanna and Joseph Barbera. It centers on a rivalry between the title characters Tom, a cat, and Jerry, a mouse. Many shorts also feature several recurring characters.

Do director of film Jerry And Tom and director of film Kansas City Princess share the same nationality?";No.;no
"French for Beginners
French for Beginners is a German- French romantic comedy film made in 2006 and directed by. The theme of the film is young love during a school exchange in France, complicated by language barriers and cultural differences.

Beauty and the Beast (2017 film)
Luke Evans as Gaston, a narcissistic and arrogant hunter and veteran of the French Royal Army who is willing to go as far as it takes to have Belle as his trophy wife.

Beauty and the Beast (2017 film)
Dan Stevens as Beast, a cold - hearted prince who is transformed into a beast and forced to earn back his humanity by learning to truly love and be loved in return. Adam Mitchell portrays the younger version of the prince.

Which film was released earlier, Amelie Or The Time To Love or Beginners?";Amelie released earlier.;Amelie Or The Time To Love
"Cause of death (disambiguation)
Cause of death may refer to:

Four (One Direction album)
In an interview with Simon Cowell, it was revealed that one of the songs for the album will be titled ``18 ''. The song was written by Ed Sheeran, who also wrote`` Little Things'' and ``Moments ''for the group.

I'm Lovin' It (song)
``I'm Lovin 'It ''Single by Justin Timberlake from the album Live From London B - side`` Last Night'' Released November 20, 2003 (2003 - 11 - 20) Format Digital download maxi single Recorded 2003 Length 3: 42 Label Jive Songwriter (s) Pusha T Pharrell Williams Stars Hollow Andreas Forberger Franco Tortora Producer (s) The Neptunes Justin Timberlake singles chronology ``Señorita ''(2003)`` I'm Lovin' It'' (2003) ``Signs ''(2005)`` Señorita'' (2003) ``I'm Lovin 'It ''(2003)`` Signs'' (2005)

What is the cause of death of composer of song Look At Me (Xxxtentacion Song)?";Gunshot wounds.;shot
"Cairo Exit
Cairo Exit( El Khoroug) is a feature- length film directed by Hesham Issawi whose production started in Cairo, Egypt, in 2010.

List of Turkish films of 2017
A list of Turkish films that will be first released in 2017.

Die Tunisreise
Die Tunisreise is a 2007 documentary film.

Which film came out first, Natürlich Die Nelli or Cairo Declaration (Film)?";Natürlich Die Nelli;Natürlich Die Nelli
"Constantine Palaiologos (half-brother of Michael VIII)
Constantine Palaiologos or Palaeologus( died 1271) was a Byzantine nobleman and the younger half- brother of the Byzantine Emperor Michael VIII Palaiologos.

Andronikos Palaiologos (son-in-law of Theodore I)
Andronikos Palaiologos( died ca. 1216) was the son-in- law and heir- apparent of Theodore I Laskaris, Emperor of Nicaea, in the 1210s.

Constantine Palaiologos (son of Michael VIII)
Constantine Palaiologos or Palaeologus( 1261 – 5 May 1306) was a Byzantine prince of the Palaiologos dynasty, who also served as a general in the wars against the Serbs and Turks.

Who is Constantine Palaiologos (Son Of Andronikos Ii)'s maternal grandmother?";Anna of Savoy.;Elizabeth the Cuman
"Lucky Me
Lucky Me or LuckyMe may refer to:

Lucky You
Lucky You may refer to:

If I'm Lucky
If I'm Lucky may refer to:

Where was the performer of song Lucky Me, Lucky You born?";No information provided.;Abilene
"17
Seventeen or 17 may refer to:

14
Fourteen or 14 may refer to:

13
Thirteen or 13 may refer to:

What is the place of birth of the creator of Miss Seventeen?";New Jersey.;Tehran
"Brenda Brave Helps Grandmother
Brenda Brave Helps Grandmother( original title: Kajsa Kavat) is a story by Astrid Lindgren about a little girl named Brenda( Kajsa) in Sweden. The book about the character has been translated into many different languages.

Brave New Girl
Brave New Girl may refer to:

Brave New World (disambiguation)
Brave New World is a 1932 novel by Aldous Huxley. Brave New World may also refer to:

Who is the mother of the director of film Brenda Brave?";Astrid Lindgren;Käbi Laretei
"Meritites II
Meritites II (Merytiotes, Meritetes) or Meritites A (""beloved of her father"") was a 4th dynasty Princess of Ancient Egypt, and probably a daughter of King Khufu. She may have been a daughter of Meritites I based on the fact that this queen is mentioned in mastaba G 7650. She married the Director of the Palace Akhethotep (a non-royal court official) and she had several children with her husband. Meritites and her husband shared a mastaba (G 7650) in Giza.

Ark of the Covenant
During the construction of Solomon's Temple, a special inner room, named Kodesh Hakodashim (Eng. Holy of Holies), was prepared to receive and house the Ark; and when the Temple was dedicated, the Ark -- containing the original tablets of the Ten Commandments -- was placed therein. When the priests emerged from the holy place after placing the Ark there, the Temple was filled with a cloud, ``for the glory of the Lord had filled the house of the Lord ''.

Nahshon
Owing to his direct descent from Judah and to his being the progenitor of so many kings, Nahshon is extolled by the rabbis as a most noble man. Nahshon's sister Elisheba married Aaron, and this is especially mentioned as a hint that one should take care to select a wife whose brothers are noble.

Where was the place of burial of Meritites I's husband?";Giza;Great Pyramid of Giza
"Magnus Chase and the Gods of Asgard
The Ship of the Dead is the third book in the 'Magnus Chase and the Gods of Asgard' series and was released on October 3, 2017.

Snow White
``Snow White ''is a 19th - century German fairy tale which is today known widely across the Western world. The Brothers Grimm published it in 1812 in the first edition of their collection Grimms' Fairy Tales. It was titled in German: Sneewittchen (in modern orthography Schneewittchen) and numbered as Tale 53. The name Sneewittchen was Low German and in the first version it was translated with Schneeweißchen. The Grimms completed their final revision of the story in 1854.

List of Twilight characters
Jacob Black is Bella's best friend. He is a Quileute Native American and a werewolf. In Twilight, Jacob plays the minor role of a forgotten childhood friend of Bella's, and he develops a crush on her. In an attempt to learn more about Cullens, Bella flirts with Jacob, and he tells her tribe legends about ``the cold ones '', or vampires. After Edward leaves Bella in New Moon, she spends much of her time with Jacob. Though she only considers him a friend, Jacob falls in love with Bella. Although he spends most of his time in Eclipse trying to win Bella, in Breaking Dawn he imprints -- an involuntary process in which a werewolf finds their soul mate -- on Bella and Edward's daughter, Renesmee.

Who is Wisigard's father-in-law?";Odin;Theuderic I
"Dorothea Maria of Saxe-Weimar, Duchess of Saxe-Zeitz
Dorothea Maria of Saxe- Weimar( 14 October 1641 – 11 June 1675), was by birth Duchess of Saxe- Weimar from the Ernestine branch of the House of Wettin and by marriage Duchess of Saxe- Zeitz.

Dorothea Maria of Anhalt
Dorothea Maria of Anhalt (Dessau, 2 July 1574 – Weimar, 18 July 1617), was by birth a member of the House of Ascania and princess of Anhalt. After her marriage, she became Duchess of Saxe-Weimar. Dorothea Maria was the sixth daughter of Joachim Ernest, Prince of Anhalt, but second-born daughter by his second wife Eleonore, daughter of Christoph, Duke of Württemberg.

Dorothea of Saxe-Altenburg
Dorothea of Saxe- Altenburg( 26 June 1601 in Torgau – 10 April 1675 in Altenburg), was a princess from the House of Wettin by birth and by marriage Duchess of Saxe- Eisenach.

Where was the place of death of Duchess Maria Dorothea Of Württemberg's father?";Stuttgart.;Kirchheim unter Teck
