Prompt;Response;Ground Truth
"Olaf (II) Haraldsen
Olaf Haraldsen (died) was a Danish anti-king who ruled Scania for a few years from 1139. He never won control over the rest of Denmark, and he is not included in the list of Danish monarchs used by the Danish monarchy or ""Den Store Danske Encyklopædi"". He is sometimes called ""Olaf II"" even though there was a later Olaf II of Denmark. He was the son of Harald Kesja and thus nephew of King Eric II of Denmark. He seems to have been the only who escaped Eric II's murder of Harald and his sons in 1135. After trying in vain to regain his heritage, Olaf proclaimed himself king in Scania in 1139, fighting his cousin King Eric III of Denmark. The civil war mostly consisted of alternating raids, during which Olaf killed Bishop Rike of Roskilde, an act that saw him excommunicated by the Pope. He was at last defeated by Eric III and was killed in a battle in Middle Scania around 1143. Harald Skrænk, the leader of a peasant rebellion in Scania about 1182, is said to have been Olaf's illegitimate son, but their connection is unsure.

Who is the mother of Olaf (Ii) Haraldsen?";Thyre of Denmark.;Ragnild Magnusdotter
"Baldwin II, Count of Hainaut
Baldwin II of Mons( 1056–1098?) was count of Hainaut from 1071 to his death. He was the younger son of Baldwin VI, Count of Flanders and Richilde, Countess of Mons and Hainaut.

What nationality is Florent Of Hainaut's mother?";French;Germany
"The Captive
The Captive may refer to:

Where was the director of film The Love Captive born?";New York City, USA.;Poznań
"Hotel Desire
This film is a German erotic drama film written and directed by Sergej Moya which came out in 2011. It follows a morning and the life of a single mother in Berlin who has trying to manage her life with balancing with care for her young son, but facing difficulties and almost forgot her personal needs during managing the consequences of her own life. Her job in a hotel, she is spending her life with no expectations for herself and almost spent 7 years no man in her life after get separated from her child's father. Suddenly a VIP person who is staying the same hotel she is doing her work and he appears in front of her in unusual way. She is unable to resist her feelings which is already locked in for seven years. The film features scenes of Volm and Schick engaging in unsimulated sex.

Are the directors of both films Der Blindgänger and Hotel Desire from the same country?";Yes;yes
"Hvis lille pige er du?
Hvis lille pige er du? is a 1963 Danish comedy film directed by Erik Balling and starring Ghita Nørby.

Who is the spouse of the director of film Noc Nevěsty?";Eliška Balzerová.;Alena Mihulová
"Who Saw Her Die?
Who Saw Her Die? is a 1972 Italian ""giallo"" film directed by Aldo Lado and Vittorio De Sisti, starring Anita Strindberg and George Lazenby. Lazenby and Strindberg play the parents of a murdered girl, who pursue her black-veiled killer throughout Venice. "" Who Saw Her Die? "" features music by Ennio Morricone, and has seen positive reviews for Lazenby's performance.

Which film has the director who died later, The Death Kiss or Her Luck In London?";"""The Death Kiss""";Her Luck In London
"La bella di Lodi
La bella di Lodi is a 1963 Italian comedy film directed by Mario Missiroli. It is based on the novel with the same name written by Alberto Arbasino. In 2008 it was restored and shown as part of the retrospective"" Questi fantasmi: Cinema italiano ritrovato"" at the 65th Venice International Film Festival.

Which film whose director is younger, The Devil'S Pass Key or La Bella Di Lodi?";The devil's pass key.;La Bella Di Lodi
"Have Yourself a Merry Little Christmas
``Have Yourself a Merry Little Christmas ''Song by Judy Garland in the 1944 musical Meet Me in St. Louis Released 1944 (1944) Genre Traditional pop Composer (s) Hugh Martin Lyricist (s) Ralph Blane

Where did the composer of film Henry V (1944 Film) die?";London;Ischia
"Johnny Concho
Johnny Concho is a 1956 American Western film directed by Don McGuire starring Frank Sinatra, Keenan Wynn, William Conrad and Phyllis Kirk. This was Sinatra's first Western and the role allowed him to play against type in his portrayal of the film's villain. This film was unsuccessful for Sinatra, but he made four films the previous year and in 1956 also had a hit in"" High Society"" with Metro- Goldwyn- Mayer, filmed in Panavision and color.

Which film has the director who is older, Johnny Concho or One Minute To Twelve?";One Minute To Twelve;One Minute To Twelve
"Was I the Wave?
Was I the Wave? is the second studio album by Miracle Fortress, released on April 26, 2011. The album departs from the indie rock of"" Five Roses"", and is instead more of an electronic offering. As with"" Five Roses"", all songs were composed, arranged, performed, produced, and engineered by Graham Van Pelt. For live performances, Van Pelt is accompanied on- stage by fellow Think About Life bandmate Greg Napier.

Which album came out earlier, Was I The Wave? or Kingdom Of Rock?";Was I The Wave? was released earlier.;Was I The Wave?
"Cyclone of the Saddle
Cyclone of the Saddle is a 1935 American western film directed by Elmer Clifton, starring Rex Lease, Janet Chandler, Bobby Nelson, and Yakima Canutt.

Which film has the director born later, Cyclone Of The Saddle or Blind Corner?";Blind Corner.;Blind Corner
"The Gallant Lords of Bois-Doré
The Gallant Lords of Bois-Doré (""Les Beaux Messieurs de Bois-Doré"") is a 1976 film adaption of the historical novel by George Sand directed by Bernard Borderie. Along with the films about Angélique it is considered one of the most successful works of this director.

Where did the director of film The Gallant Lords Of Bois-Doré die?";Bernard Borderie died in Paris.;Paris
"It's a Wonderful Life
Due to all the above actions, this is one of the few RKO films not controlled by Turner Entertainment / Warner Bros. in the USA. It is also one of two Capra films Paramount owns despite not having originally released it -- the other is Broadway Bill (originally from Columbia, remade by Paramount as Riding High in 1950).

Which film came out earlier, It'S Our Life! or Maximum Ride (Film)?";It's a Wonderful Life came out earlier than Maximum Ride (Film).;It'S Our Life!
"The Boy Who Cried Werewolf
The Boy Who Cried Werewolf may refer to:

Where did the director of film The Boy Who Cried Werewolf (1973 Film) die?";Italy.;Palos Verdes
"Los Motivos de Luz
Los Motivos de Luz("" Luz' Motive"") is a 1985 Mexican drama film, directed by Felipe Cazals. The film stars Patricia Reyes Spíndola, as Luz, a woman accused of murdering her four children, after being accused by her husband( Alonso Echánove) and her mother- in- law( Ana Ofelia Murguía). "" Los Motivos de Luz"" was written by Xavier Robles based on the real case of Elvia Luz Cruz. The film received two Ariel Awards in 1986, for Best Actress( Spindola) and Best Supporting Actress( Murguía).

Where was the director of film Los Motivos De Luz born?";Mexico.;France
"Fast Car (Namie Amuro song)
""Fast Car"" is a song by Namie Amuro. It was released as the main promotional track from her 9th album, ""Past<Future"", in November 2009. Amuro finds the song indicative of her sound on ""Past<Future"". The album puts more emphasis on songs with ""bright melodies/coolness,"" instead of the R&B/hip-hop beats of ""Play"" and previous albums.

Where was the performer of song Fast Car (Namie Amuro Song) born?";Okinawa, Japan.;Naha, Okinawa
"Charles Gordon, 2nd Earl of Aboyne
Charles Gordon, 2nd Earl of Aboyne (c. 1670 – April 1702). The eldest son of Charles Gordon, 1st Earl of Aboyne and Elizabeth Lyon , he succeeded his father as 2nd Earl of Aboyne in March 1681. On his death in 1702 he was succeeded in his titles by his son.

Who is Charles Gordon, 2Nd Earl Of Aboyne's paternal grandmother?";Anne Campbell.;Lady Anne Campbell
"Samita Bangargi
Samita Bangargi is an Indian actress, known for Ramji Londonwaley, Shaadi Ka Laddoo and Yeh Kya Ho Raha Hai ?.

Where was the director of film En Aasai Rasave born?";India.;Theni
"The High School
The High School may refer to:

Where was the director of film High (Film) born?";Australia;Johannesburg, South Africa
"Ginevra d'Este
Ginevra d'Este (24 March 1419 - 12 October 1440) was an Italian noblewoman. She and her twin sister Lucia (died 1437) were daughters of Niccolò III d'Este and his second wife Parisina Malatesta - they also had a younger brother, who died aged a few months. She was the first of Sigismondo Pandolfo Malatesta's three wives.

Where was the place of death of Ginevra D'Este's husband?";Rimini.;Rimini
"Film manifesto
There have been a number of manifestos related to film. These propose the author/ s feelings and briefing on the how and why of film:

What is the place of birth of the director of film Tři Chlapi V Chalupě?";Prague, Czech Republic;Prostějov
"Abdul Wahab Khan Tarzi
Abdul Wahab Khan Tarzi( 24 November 1903 – 20 January 1994) was an Afghan civil servant. He was born in Damascus in November 1903, and was educated at Oxford University. From 1925 to 1928, he served as director general of the Protocol Branch. In 1928, Abdul Wahab Tarzi became the acting foreign minister. On January 26, 1928, he was given the high prestige of officer, with the Order of the Legion of Honour of France. Abdul Wahab Khan Tarzi would spend most of the rest of his career as a professor, mainly in Istanbul University from 1939 to 1952.

Who died first, Olaf Everson or Abdul Wahab Khan Tarzi?";Abdul Wahab Khan Tarzi;Abdul Wahab Khan Tarzi
"𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Which film has the director who died later, Good Morning, Little Countess or Vogue La Galère?";Vogue La Galère;Vogue La Galère
"Samuel Arthur Saunder
Samuel Arthur Saunder (1852 – December 8, 1912) was a British mathematician and selenographer who taught at Wellington College, Berkshire. In 1894 he became a fellow of the Royal Astronomical Society, and in 1908 he was made Gresham Professor of Astronomy giving public lectures on the subject. Saunder was one of the first to use photography of the Moon to measure and triangulate its features. He was also responsible for pointing out the confused state of lunar nomenclature at the beginning of the 20th century, and initiating the process of standardizing the names of lunar features. The crater Saunder on the Moon was named after him in 1935.

Who died later, Stephen De Staebler or Samuel Arthur Saunder?";Samuel Arthur Saunder died later.;Stephen De Staebler
"Esperanza
Esperanza is the Spanish word for hope, and may refer to:

Where was the husband of Esperanza Osmeña born?";Cebu;Cebu
"Scugnizzi
Scugnizzi is a 1989 Italian musical drama, directed by Nanni Loy. The film is also called ""Street Kids"" in the American market.

Where was the place of death of the director of film Scugnizzi?";Rome, Italy.;Rome
"The Daughter of Rosie O'Grady
The Daughter of Rosie O'Grady is a 1950 musical film directed by David Butler. It stars June Haver and Gordon MacRae. The story is mostly about the lives of musical performers in New York in the closing years of the 19th century. Most of the songs were written for the movie, but ""Rose of Tralee"" dates from the 19th century, and the song ""The Daughter of Rosie O'Grady"" dates from 1917.

Which film has the director who was born later, The Daughter Of Rosie O'Grady or The Whistle (Film)?";The Whistle;The Daughter Of Rosie O'Grady
