Prompt;Response;Ground Truth
"Matilda of Boulogne ( 1170 – 16 October 1210) was the younger daughter of Matthew, Count of Boulogne and Marie I, Countess of Boulogne. Matilda became Duchess of Brabant by her marriage to Henry I, Duke of Brabant. Matilda's parents' marriage was annulled the year she was born and her mother became a Benedictine nun at St. Austrebert, Montreuil and died in 1182. Matilde's father continued to reign as Count of Boulogne until his death in 1173, when her older sister Ida became countess. At the age of nine, Matilda married Henry I, Duke of Brabant, in 1179. The couple went on to have: Matilde died in 1210 or 1211. She was buried at St. Peter's in Leuven.

Are Xavier Catholic College, Llandilo and Toowoomba Anglican School located in the same country?";No.;yes
"The Toowoomba Anglican School( formerly Toowoomba Anglican College and Preparatory School) is an independent Anglican co-educational primary and secondary day and boarding school located in Toowoomba, Queensland, Australia. The school is a member of the Anglican Diocese of Brisbane and is affiliated with the Junior School Heads Association of Australia. The school has a small village atmosphere at its campus on the edge of the Dividing Range, and has developed a variety of facilities on its East Toowoomba location. These include three sporting ovals, an outdoor swimming pool, a multipurpose court, and the St Aidans School Chapel. It also has a large multi-purpose venue with bleacher seating called the Millennium Centre, where assemblies and other sporting events are held such as volleyball, basketball and netball.

What is the place of birth of the performer of song Are You Really Mine??";Los Angeles, California, USA;Camas
"Are You Really Mine? is a popular song. It was written by Al Hoffman, Dick Manning, and Hugo Peretti and Luigi Creatore and published in 1958. The best-known recording of the song was done by Jimmie Rodgers, charting at #10 on the U.S. Billboard chart in 1958.

What nationality is Cecilia Renata Of Austria's husband?";Cecilia Renata of Austria's husband was from the Polish-Lithuanian Commonwealth.;Polish–Lithuanian Commonwealth
"Archduchess Cecilia Renata of Austria (German: Cäcilia Renata; Polish: Cecylia Renata; 16 July 1611 – 24 March 1644) was Queen of Poland as the wife of King Wadysaw IV Vasa.

Which film has the director born first, 84 Charing Cross Road (Film) or Emperor'S Ball?";84 Charing Cross Road (Film);Emperor'S Ball
"Charing Cross Road is a 1935 British musical romance film directed by Albert de Courville and starring John Mills, June Clyde, Derek Oldham and Belle Baker. The film takes its title from the Charing Cross Road that runs through Central London.

Do director of film Just Married (1934 Film) and director of film The Thirteenth Commandment share the same nationality?";Yes.;yes
"Marriage For Convenience is a 1919 silent film drama directed by Sidney Olcott and starring Catherine Calvert. Prints survive of this feature the BFI National Archive, London, the Library of Congress and George Eastman House Motion Picture Collection.

Who is the paternal grandfather of Eochaid Ailtlethan?";Eochaid Feidlech.;Connla Cáem
"Ailéan mac Ruaidhrí (died ×1296) was a leading figure in the thirteenth-century kingdoms of the Isles and the Scotland. He was a son of Ruaidhrí mac Raghnaill, and thus a member of the Clann Ruaidhrí branch of Clann Somhairle. Ailéan was a brother of Dubhghall mac Ruaidhrí, King of Argyll and the Isles, a significant figure who held power in the mid thirteenth century. At the time, the rulers of the Isles were fiercely independent of the Scottish Crown, and owed nominal allegiance to the distant Norwegian Crown. In 1259, Dubhghall's daughter married the son of King of Connacht, and Ailéan is recorded to have commanded the woman's tocher of one hundred and sixty gallowglass warriors. When the Scottish Crown encroached into Isles in the 1260s, Dubhghall and Ailéan were noted supporters of the Norwegian cause. Both men played a prominent role in the Norwegian campaign against the Scots in 1263. Following the collapse of the operation and further pressure, the Norwegians agreed to hand the Isles over to the Scots. Although Dubhghall is last attested resisting the Scots later that decade, Ailéan and most of his Clann Somhairle kinsman integrated themselves into the Scottish realm. The record of his part in the ruthless suppression of a Manx revolt in 1275, and his participation in a parliamentary council concerning the inheritance of Scottish throne in 1284, both evidence the incorporation of Clann Somhairle into the kingdom.

Are Les Misérables (1917 Film) and The Better 'Ole (1926 Film) both from the same country?";Yes.;yes
"Les Misérables is one of many filmed versions of the Victor Hugo novel of the same name. It is a 1917 American silent film directed by Frank Lloyd, co-written by Lloyd and Marc Robbins, and produced by William Fox, released on December 3, 1917. It starred William Farnum, Hardee Kirkland, and George Moss.

What is the date of birth of Francis Otto, Duke Of Brunswick-Lüneburg's father?";1592;27 June 1497
"Francis Otto, Duke of Brunswick- Lüneburg( 1530 – 1559) was the Prince of Lüneburg from 1555 to 1559. He was the son of Ernest I, Duke of Brunswick- Lüneburg.

Where was the director of film The Naked Angel born?";Milwaukee, Wisconsin;Santiago del Estero
"The Naked Angel (Spanish:El ángel desnudo) is a 1946 Argentine drama film directed by Carlos Hugo Christensen and starring Olga Zubarry, Guillermo Battaglia and Carlos Cores. The film is based on the novella Fräulein Else by Arthur Schnitzler. The director, Christensen, had gained a reputation for exploring more sexual themes in his films than was traditional in Argentine cinema at the time.

Which film was released first, Assault On Dome 4 or The Battle Of The Rails?";The Battle Of The Rails.;The Battle Of The Rails
"The Battle of the Rails( French: La Bataille du rail) is a 1946 French war film directed by René Clément. It depicts the efforts by railway workers in the French Resistance to sabotage German military transport trains during the Second World War, particularly during the Invasion of Normandy by Allied forces. Many of the cast were genuine railway workers. While critics have often historically treated it as similar to Italian neorealism, it is closer to the traditional documentaries which the director had previously worked on. The film was shown at the 1946 Cannes Film Festival where it won the Prix international du jury and Clément won the Best Director Award. The film also won the inaugural Prix Méliès. In 1949 the film was distributed in America by Arthur Mayer and Joseph Burstyn.

Where was the place of burial of Pareherwenemef's mother?";Herakleopolis Magna.;QV66
"Isetnofret was an Ancient Egyptian woman and daughter of the high priest of Ptah and king's son Khaemweset( lived around 1200 BC). She appears on two monuments close to her father. On a statue of Khaemweset found at Medinet Madi she is shown on the back pillar and called daughter of his body. On a relief found at Saqqara she is called his beloved daughter and king's daughter. Evidently she was not the daughter of a king, but was the granddaughter of king Ramses II, as Khaemweset was the son of the latter. Isetnofret was most likely buried at Saqqara close to a monument dedicated to Khaemweset. There a tomb was discovered with a huge limestone sarcophagus that is inscribed for the noble woman Isetnofret. The place of the tomb next to the building dedicated to Khaemwaset, makes it very likely that this is the burial of his daughter Isetnofret.

Who is the maternal grandfather of Princess Helena Adelaide Of Schleswig-Holstein-Sonderburg-Glücksburg?";Prince Philipp of Hesse-Kassel.;Frederick VIII, Duke of Schleswig-Holstein
"Princess Helena Adelaide of Schleswig-Holstein- Sonderburg- Glücksburg( 1 June 1888- 30 June 1962) was the third eldest daughter of Friedrich Ferdinand, Duke of Schleswig- Holstein and his wife Princess Karoline Mathilde of Schleswig- Holstein- Sonderburg- Augustenburg. She was a princess of Denmark through her marriage within the House of Schleswig- Holstein- Sonderburg- Glücksburg to Prince Harald of Denmark. Princess Helena was a Nazi sympathiser during World War II and was after the war exiled from Denmark, but eventually allowed to return, where she died.

Who was born later, Zhang Mengying or Wolfgang Herrndorf?";Zhang Mengying;Zhang Mengying
"Graf Ernst Friedrich Herbert zu Münster( born March 1, 1766 Osnabrück- died May 20, 1839 Hanover) was a German statesman, politician and minister in the service of the House of Hanover.

Which country Jessie Harlan Lincoln's father is from?";USA;American
"Robert Todd Lincoln Beckwith was born in Riverside, Illinois, to Jessie Harlan Lincoln and Warren Wallace Beckwith. Jessie's parents were Robert Todd Lincoln—a son of Abraham Lincoln—and Mary Eunice Harlan. Jessie eloped in 1897 with Warren Beckwith, a classmate and football star at Iowa Wesleyan College. Before their divorce in 1907, they had two children: Mary Lincoln Beckwith, who died in 1975, and Robert Todd Lincoln Beckwith.

Which film whose director is younger, Maine Pyaar Kyun Kiya? or Children Of The Streets?";Maine Pyaar Kyun Kiya? - Directed by younger director, David Dhawan.;Maine Pyaar Kyun Kiya?
"Children of the Streets  is a 1914 Swedish silent drama film directed by Victor Sjöström.

Where was the father of George Howard, 4Th Earl Of Suffolk born?";Sweden.;Saffron Walden
"Henry Howard, 13th Earl of Suffolk, 6th Earl of Berkshire (8 August 1779 – 10 August 1779) was a British peer, the son of Henry Howard, 12th Earl of Suffolk.

Which film has the director who was born later, Enjoy Yourselves or A Song To Remember?";A Song To Remember;A Song To Remember
